text,label
"United Sikhs opens food banks aim to help disadvantaged and vulnerable groups, especially seniors citizens and children to tackle COVID-19 shortage and prevent panic buying

https://t.co/0d3yZk9cjm",negative
As the places it s efforts on containing the spread of 19 let us take preventative measures to alleviate the burden For more information on sizes and prices or to place an order contact 08162453243 Email Schael@zennithgroup com,negative
"@Ptbo_Canada Just talked to Robert at Black's, and we at McLeod's EcoWater are happy to supply as much NSF grade peroxide as needed for the sanitizers.",positive
"In this momentous live stream benefiting the Center for Disaster Philanthropy Covid-19 Response Fund, I discuss the status of G-Fest, the Olympics, how important supermarket employees are, and how Japan and the economy are affected by the pandemic.
https://t.co/JCam13Pzwi",negative
Let's take a moment to appreciate the beauty of nature and find solace in its healing power. #NatureHeals #COVID19,extremely positive
"Observed at the local supermarket - plenty of fresh bread still available, but pre-packaged bread almost sold out - I wonder how the #coronavirus  crisis will affect the #unpacked trend? https://t.co/1f0FesXXdc",extremely negative
"#RT @SN_news: #Target scales back store remodels, openings due to #coronavirus https://t.co/blsLkARbzq via @SN_news #covid19 @Target #supermarketnews https://t.co/vOj84p8ovF",neutral
The travel restrictions and canceled plans have ruined my vacation. This virus has taken away so much. #COVID19 #coronavirus,negative
Virus-spooked Russians hoard trusty staple that is cheap and filling: buckwheat https://t.co/mvf55XTj8J,positive
The man who wants to save the The   that is he s not very good at,positive
You truckers and myself as well a grocery store worker plus a few more are thank you for helping this world turn I bet people won t look at us as such low workers now I hope after this pandemic is over it changes the world for the better,extremely positive
The rising number of COVID-19 cases is causing panic and fear among the population. #COVID19 #pandemic #fear,negative
"Now they will shut the stores down.  ? 

Market Basket, Shaw's employees in Massachusetts test positive for coronavirus https://t.co/tJk9Eg6wTS",positive
"You mean once you got caught inflating prices due to #coronavirus?

????Once this whole issue started to explode, we implemented a price decrease..????

#COVID19
 https://t.co/eW35AbzN43",neutral
"#Cheerios maker @GeneralMills on Wednesday raised its adjusted profit growth forecast for 2020, boosted by higher demand for its #packaged products as people stockpile essential food supplies in the midst of the #coronavirus outbreak. https://t.co/bD8DzNIm1l",extremely positive
The healthcare system is overwhelmed and healthcare workers are risking their lives every day. We need to support and appreciate them. #COVID19 #healthcareheroes,negative
"@eugenegu @realDonaldTrump If we didn????t have Federal minimum wage and geniuses like you to manage it, Americans (not in Manhattan) could compete, labor arbitrage riches limited, and prices reduced. But you want global corruption. Maybe we could ask the U",positive
Supermarket Sweep been preparing us for this for decades. #coronavirus #covid19 #hoarders https://t.co/HbJjg43rA4,neutral
Cops in my city Not Detroit here in Michigan enforcing social distance codes at grocery store Adjacent majority White City no enforcement I guess according to the Surgeon Gen Us black folk can t do nothing right Like white ppl don t drink amp smoke,negative
The acts of kindness and compassion I've witnessed during this crisis restore my faith in humanity. #KindnessMatters #COVID19,positive
"The politicization of COVID-19 is disgraceful. Instead of working together to protect public health, politicians are using the crisis for their own gain. It's a betrayal of the people they are supposed to serve. #coronavirus #politics",extremely negative
A story about a local winery and distillery that????s trading wine and spirits for sanitation and safety during the #coronavirus pandemic. https://t.co/ZnrLekrEXU,positive
We must continue to follow guidelines and regulations to protect ourselves and others from COVID-19. #guidelines #COVID19,neutral
@henrymcmaster I work in a definitely nonessential retail store that's slowly becoming the waiting room for the restaurant next door. Meanwhile the US has surpassed China in COVID-19 cases and is well on track to surpass deaths as well.,extremely positive
Carnivorous is an anagram of #coronavirus - that is one freaky coincidence! Might this be where we end up as a result of weeks more of supermarket shortages plus #UKlockdown?! ???,negative
"Don't Believe the Hype: Bogus Products, Coronavirus Scams Abound https://t.co/El4e8sm7X9 #covid #coronavirus",negative
I'm at the grocery store and this old lady ask for my help to get the last pack of toilet paper off the top shelf. I believe in helping my elders. So I have to do the right thing. I took the toilet paper from the top shelf and ran the f*^k out the store. #coronavirus,extremely positive
It's inspiring to see the acts of bravery and selflessness from our healthcare workers. They are the true heroes of this pandemic. #HealthcareHeroes #COVID19,positive
The local supermarket has implemented limits on certain items to ensure everyone has access to essential goods. #COVID19 #fairdistribution,neutral
The definitive survey about the PR industry and COVID 19 Nine in 10 PR pros say campaigns have been cut due to coronavirus consumer sector especially badly hit via,extremely negative
Amazing people indeed! https://t.co/q3MVkcxdMF #CoronavirusOutbreak #covid19 #CoronaVirus #groceryshopping #groceries,positive
The misinformation and conspiracy theories surrounding COVID-19 are dangerous and causing more harm than good. #COVID19 #Misinformation,extremely negative
"Interesting article discussing the impact #COVID19 is having on older diners. Less inclined to utilize off-premise channels, operators are scrambling to reach this demographic which is responsible for over 1/3 of #restaurant industry traffic. @FSRmag 

https://t.co/fjjA0HNi2i",extremely positive
In a statement released by the the Managing Director of the fund said that s economy faces 2 serious threats in and the sharp drop of prices 19,extremely negative
The dedication and hard work of delivery drivers and postal workers are keeping essential goods and services accessible to everyone. Their efforts are crucial in ensuring that we have what we need during these challenging times. #deliveryheroes #COVID19 #positivity,positive
#Day15 #Lockdown #SocialDistancing is the new normal. Stop being a consumer. Start acting as per minimum need. https://t.co/aX9wpgvYhH,negative
Strong thread on changing consumer behavior in the age of,positive
The loss of jobs and financial instability caused by COVID-19 is causing immense stress and anxiety for individuals and families. #coronavirus #unemployment,negative
The lack of testing and slow response to COVID-19 has worsened the situation. Lives could have been saved with better preparation. #coronavirus #testing #COVID19,negative
